age;job;marital;education;housing;loan;duration
34;services;married;basic,9y;yes;no;150
25;technician;single;university,degree;yes;no;38
46;entrepreneur;married;university,degree;yes;no;125
39;blue-collar;married;high,school;yes;no;67
28;blue-collar;married;basic,9y;yes;no;260
43;self-employed;single;professional,course;yes;yes;94
41;technician;single;professional,course;yes;no;122
53;blue-collar;married;basic,9y;yes;no;609
56;admin,;divorced;unknown;yes;yes;31
45;blue-collar;married;basic,4y;yes;no;334
38;technician;single;university,degree;yes;yes;156
48;services;married;high,school;yes;no;189
38;blue-collar;single;university,degree;yes;no;395
56;admin,;married;unknown;yes;no;705
47;admin,;married;high,school;yes;no;139
55;blue-collar;married;basic,4y;yes;yes;266
37;services;married;high,school;yes;no;76
45;technician;married;university,degree;yes;no;122
37;blue-collar;married;professional,course;yes;yes;111
30;technician;married;university,degree;yes;no;683
41;blue-collar;married;basic,4y;yes;no;320
53;retired;single;professional,course;yes;no;145
55;retired;married;basic,4y;yes;no;129
48;blue-collar;married;basic,4y;yes;no;36
57;retired;married;university,degree;yes;no;768
58;blue-collar;divorced;basic,4y;yes;no;277
48;management;married;university,degree;yes;no;289
47;blue-collar;married;basic,4y;yes;yes;386
38;technician;married;professional,course;yes;no;76
49;self-employed;married;professional,course;yes;no;214
33;self-employed;divorced;basic,9y;yes;no;355
27;admin,;single;university,degree;yes;yes;194
45;technician;married;university,degree;yes;yes;845
34;management;divorced;university,degree;yes;no;208
38;blue-collar;married;basic,4y;yes;no;173
37;blue-collar;married;high,school;yes;no;262
39;blue-collar;married;basic,9y;yes;yes;358
40;blue-collar;divorced;basic,9y;yes;yes;265
32;blue-collar;married;basic,9y;yes;no;255
46;blue-collar;married;basic,6y;yes;no;305
47;management;married;basic,4y;yes;no;805
30;management;single;university,degree;yes;no;211
45;management;married;unknown;yes;no;213
58;retired;married;high,school;yes;no;104
39;blue-collar;married;basic,9y;yes;no;342
33;management;single;university,degree;yes;yes;160
58;retired;divorced;professional,course;yes;no;535
39;admin,;married;high,school;yes;no;514
49;self-employed;married;professional,course;yes;no;276
49;services;married;high,school;yes;no;161
50;housemaid;single;unknown;yes;no;473
32;admin,;married;university,degree;yes;no;93
48;self-employed;married;basic,9y;yes;no;318
53;blue-collar;married;basic,9y;yes;no;139
26;services;single;high,school;yes;no;188
38;technician;single;professional,course;yes;no;94
45;admin,;married;basic,9y;yes;no;29
47;technician;married;basic,9y;yes;no;271
41;services;married;basic,9y;yes;yes;296
27;technician;single;professional,course;yes;no;125
35;admin,;single;high,school;yes;no;78
49;blue-collar;married;basic,4y;yes;no;67
50;technician;married;basic,6y;yes;no;119
49;blue-collar;married;basic,9y;yes;no;3
27;blue-collar;married;basic,9y;yes;no;297
41;technician;married;basic,9y;yes;no;420
45;services;married;high,school;yes;no;378
48;blue-collar;married;basic,4y;yes;no;190
46;admin,;divorced;high,school;yes;no;354
51;retired;married;basic,4y;yes;yes;394
43;admin,;married;high,school;yes;no;91
34;services;married;high,school;yes;yes;108
35;admin,;single;university,degree;yes;yes;195
45;admin,;married;basic,9y;yes;no;109
35;services;married;high,school;yes;no;87
31;admin,;married;high,school;yes;no;101
40;blue-collar;married;basic,6y;yes;no;481
51;entrepreneur;married;basic,9y;yes;no;142
54;management;divorced;university,degree;yes;no;92
29;admin,;single;high,school;yes;no;1052
39;blue-collar;married;basic,6y;yes;no;163
58;admin,;married;basic,6y;yes;no;210
28;blue-collar;single;basic,6y;yes;no;331
34;management;married;university,degree;yes;no;230
54;retired;divorced;basic,4y;yes;no;584
27;management;single;university,degree;yes;no;134
47;blue-collar;married;professional,course;yes;no;15
51;self-employed;married;professional,course;yes;yes;139
36;admin,;married;high,school;yes;no;259
36;blue-collar;single;university,degree;yes;no;165
46;blue-collar;married;basic,4y;yes;no;566
50;services;married;high,school;yes;no;175
60;retired;married;high,school;yes;no;220
40;entrepreneur;married;university,degree;yes;no;291
36;technician;married;unknown;yes;no;322
37;services;married;high,school;yes;no;194
46;blue-collar;married;unknown;yes;no;379
36;technician;married;university,degree;yes;yes;232
57;blue-collar;married;basic,4y;yes;yes;647
39;services;married;basic,9y;yes;no;322
47;blue-collar;married;basic,4y;yes;no;133
42;blue-collar;married;basic,9y;yes;no;50
30;services;single;unknown;yes;no;205
33;admin,;single;university,degree;yes;no;76
58;blue-collar;married;basic,4y;yes;no;318
34;blue-collar;single;basic,4y;yes;yes;1093
35;blue-collar;married;basic,6y;yes;no;389
59;retired;married;basic,9y;yes;no;87
52;management;married;basic,4y;yes;no;288
36;entrepreneur;married;basic,6y;yes;no;284
23;blue-collar;married;professional,course;yes;no;116
42;admin,;single;university,degree;yes;no;72
45;admin,;married;high,school;yes;no;190
45;entrepreneur;married;university,degree;yes;no;1721
35;admin,;married;high,school;yes;no;166
39;blue-collar;divorced;high,school;yes;yes;163
44;entrepreneur;divorced;university,degree;yes;no;1032
33;technician;single;professional,course;yes;yes;65
40;admin,;single;university,degree;yes;no;96
42;blue-collar;divorced;basic,9y;yes;no;20
55;blue-collar;married;basic,9y;yes;no;323
37;management;married;university,degree;yes;no;735
52;technician;married;high,school;yes;yes;73
51;blue-collar;married;basic,4y;yes;no;438
28;student;single;high,school;yes;no;313
54;management;divorced;university,degree;yes;no;328
46;unemployed;married;professional,course;yes;no;219
45;blue-collar;divorced;basic,9y;yes;no;455
55;management;married;unknown;yes;yes;77
45;admin,;married;basic,9y;yes;yes;211
45;admin,;married;high,school;yes;no;72
51;admin,;married;basic,4y;yes;no;942
33;admin,;married;unknown;yes;no;108
45;services;divorced;high,school;yes;no;101
52;blue-collar;married;basic,4y;yes;yes;305
35;unemployed;married;university,degree;yes;no;387
50;admin,;married;high,school;yes;no;146
48;admin,;married;university,degree;yes;yes;160
41;management;married;unknown;yes;no;70
38;blue-collar;married;basic,6y;yes;no;476
37;blue-collar;married;basic,9y;yes;no;260
38;technician;married;basic,6y;yes;yes;163
28;blue-collar;married;basic,9y;yes;no;282
45;blue-collar;divorced;basic,9y;yes;yes;48
41;technician;married;high,school;yes;no;832
34;admin,;single;high,school;yes;yes;230
33;blue-collar;married;basic,9y;yes;yes;110
52;blue-collar;married;basic,6y;yes;no;138
33;unemployed;divorced;basic,9y;yes;no;105
40;blue-collar;single;basic,9y;yes;no;824
34;self-employed;single;university,degree;yes;no;148
51;services;married;high,school;yes;no;114
51;services;married;high,school;yes;no;92
50;housemaid;married;basic,9y;yes;yes;125
27;admin,;single;high,school;yes;no;1328
50;admin,;married;university,degree;yes;no;686
53;services;married;high,school;yes;no;80
42;management;married;university,degree;yes;no;265
41;admin,;married;high,school;yes;no;300
33;services;single;basic,6y;yes;no;230
51;services;married;high,school;yes;no;127
37;blue-collar;married;basic,4y;yes;no;1125
36;admin,;married;university,degree;yes;no;136
48;blue-collar;married;basic,4y;yes;no;158
34;blue-collar;single;high,school;yes;yes;257
40;housemaid;divorced;basic,6y;yes;no;477
52;management;married;professional,course;yes;no;456
35;blue-collar;married;basic,9y;yes;no;298
40;services;single;high,school;yes;no;44
49;admin,;divorced;basic,9y;yes;no;164
54;blue-collar;married;basic,9y;yes;no;166
49;blue-collar;married;basic,6y;yes;yes;220
37;services;married;high,school;yes;no;178
49;blue-collar;married;basic,9y;yes;no;87
48;entrepreneur;married;university,degree;yes;no;122
35;student;married;university,degree;yes;no;629
50;admin,;divorced;basic,9y;yes;no;179
39;management;married;university,degree;yes;no;68
37;admin,;married;high,school;yes;no;191
42;admin,;married;basic,9y;yes;no;117
44;blue-collar;divorced;basic,4y;yes;no;546
55;blue-collar;married;basic,4y;yes;no;171
39;admin,;married;basic,4y;yes;no;249
42;services;married;professional,course;yes;no;299
30;blue-collar;divorced;basic,9y;yes;no;211
30;blue-collar;divorced;basic,9y;yes;no;283
52;blue-collar;married;basic,9y;yes;no;263
42;blue-collar;married;basic,6y;yes;no;347
56;unemployed;divorced;high,school;yes;no;267
48;admin,;divorced;high,school;yes;no;34
41;admin,;single;university,degree;yes;no;139
34;management;married;university,degree;yes;no;189
47;blue-collar;married;basic,9y;yes;no;224
40;blue-collar;married;basic,4y;yes;no;160
52;blue-collar;married;basic,4y;yes;yes;833
50;technician;married;professional,course;yes;no;485
36;blue-collar;married;basic,6y;yes;no;57
29;admin,;single;university,degree;yes;no;849
29;blue-collar;married;professional,course;yes;yes;260
39;blue-collar;married;basic,4y;yes;no;829
29;blue-collar;married;professional,course;yes;no;749
41;admin,;single;high,school;yes;yes;166
48;admin,;divorced;high,school;yes;no;152
49;services;married;high,school;yes;no;214
40;services;married;high,school;yes;no;248
49;blue-collar;married;basic,9y;yes;no;170
41;management;married;university,degree;yes;no;136
44;admin,;married;university,degree;yes;no;98
28;services;divorced;high,school;yes;no;225
35;blue-collar;single;basic,6y;yes;no;784
32;blue-collar;married;basic,6y;yes;yes;93
36;technician;married;professional,course;yes;no;160
41;technician;married;basic,9y;yes;no;210
40;admin,;single;high,school;yes;no;222
38;technician;married;professional,course;yes;no;157
28;entrepreneur;married;basic,4y;yes;no;143
36;services;single;unknown;yes;no;230
25;blue-collar;single;basic,9y;yes;no;155
59;blue-collar;married;basic,4y;yes;no;162
28;entrepreneur;married;basic,4y;yes;no;565
36;admin,;divorced;high,school;yes;no;416
24;services;single;high,school;yes;no;977
32;technician;divorced;professional,course;yes;no;70
31;blue-collar;married;basic,6y;yes;no;251
33;management;married;high,school;yes;no;110
29;technician;married;professional,course;yes;no;369
33;admin,;married;university,degree;yes;no;174
42;blue-collar;married;basic,9y;yes;no;378
45;blue-collar;married;basic,4y;yes;no;144
37;admin,;married;university,degree;yes;no;108
40;blue-collar;married;basic,6y;yes;no;927
35;management;married;university,degree;yes;yes;192
36;management;married;university,degree;yes;no;8
26;student;single;university,degree;yes;no;217
45;blue-collar;single;basic,9y;yes;yes;411
33;blue-collar;married;basic,4y;yes;yes;220
27;student;single;university,degree;yes;no;274
33;admin,;married;high,school;yes;yes;1044
36;blue-collar;married;basic,9y;yes;yes;55
36;admin,;single;university,degree;yes;yes;374
35;entrepreneur;married;basic,9y;yes;no;295
45;self-employed;single;professional,course;yes;no;77
37;technician;divorced;high,school;yes;no;95
56;blue-collar;divorced;basic,9y;yes;no;286
28;blue-collar;single;basic,9y;yes;no;242
30;technician;single;professional,course;yes;no;343
30;blue-collar;married;basic,9y;yes;no;360
33;blue-collar;married;high,school;yes;no;183
41;self-employed;married;basic,9y;yes;no;514
53;self-employed;married;university,degree;yes;no;382
39;blue-collar;married;basic,9y;yes;no;183
27;blue-collar;single;basic,6y;yes;no;634
39;admin,;married;high,school;yes;no;232
37;services;married;high,school;yes;no;312
37;blue-collar;married;basic,4y;yes;no;191
31;blue-collar;married;basic,9y;yes;yes;248
59;retired;married;professional,course;yes;no;125
48;technician;married;university,degree;yes;no;234
38;blue-collar;married;professional,course;yes;no;162
44;blue-collar;married;basic,9y;yes;no;302
39;services;married;high,school;yes;yes;174
43;services;single;high,school;yes;no;902
38;admin,;single;university,degree;yes;yes;126
33;self-employed;married;basic,9y;yes;no;21
35;technician;married;professional,course;yes;yes;427
42;blue-collar;married;basic,4y;yes;yes;97
27;blue-collar;married;basic,9y;yes;no;241
29;admin,;single;high,school;yes;yes;167
55;admin,;married;high,school;yes;no;133
39;blue-collar;divorced;basic,9y;yes;no;86
30;admin,;married;university,degree;yes;no;303
44;blue-collar;married;basic,4y;yes;no;234
28;services;married;high,school;yes;yes;211
28;blue-collar;married;basic,6y;yes;yes;482
32;technician;single;high,school;yes;no;238
47;services;divorced;high,school;yes;no;370
33;blue-collar;married;basic,9y;yes;no;76
37;blue-collar;married;basic,4y;yes;no;147
28;services;married;unknown;yes;no;260
29;technician;married;university,degree;yes;no;1118
46;admin,;married;high,school;yes;no;79
51;blue-collar;married;basic,6y;yes;no;271
46;admin,;divorced;university,degree;yes;no;276
30;services;married;high,school;yes;no;249
43;admin,;married;university,degree;yes;yes;37
37;admin,;married;high,school;yes;no;260
52;self-employed;married;basic,4y;yes;no;323
41;admin,;married;university,degree;yes;no;187
29;admin,;single;university,degree;yes;yes;266
41;self-employed;single;university,degree;yes;no;318
53;retired;divorced;professional,course;yes;yes;104
43;technician;married;professional,course;yes;no;747
51;services;divorced;basic,4y;yes;no;95
37;admin,;married;unknown;yes;no;170
29;admin,;single;high,school;yes;no;362
36;blue-collar;married;basic,9y;yes;no;90
35;blue-collar;married;unknown;yes;no;76
34;admin,;single;university,degree;yes;no;468
45;admin,;married;basic,6y;yes;no;226
58;blue-collar;married;basic,4y;yes;no;148
38;management;married;basic,6y;yes;no;243
30;technician;divorced;professional,course;yes;no;366
32;admin,;married;university,degree;yes;no;70
56;blue-collar;married;basic,4y;yes;no;12
37;self-employed;married;basic,9y;yes;no;65
37;admin,;divorced;high,school;yes;no;420
31;services;married;high,school;yes;no;183
37;blue-collar;married;basic,9y;yes;yes;87
33;admin,;married;university,degree;yes;no;139
35;technician;single;professional,course;yes;yes;150
43;unknown;married;high,school;yes;yes;367
32;housemaid;married;basic,4y;yes;no;325
38;technician;single;professional,course;yes;no;121
40;admin,;divorced;professional,course;yes;no;27
42;unemployed;divorced;high,school;yes;yes;157
44;blue-collar;single;high,school;yes;no;182
36;technician;married;professional,course;yes;no;180
49;services;divorced;basic,6y;yes;no;173
31;technician;married;professional,course;yes;no;374
45;admin,;divorced;basic,6y;yes;no;240
29;services;married;high,school;yes;no;558
45;blue-collar;married;basic,4y;yes;no;219
41;entrepreneur;divorced;university,degree;yes;no;234
44;blue-collar;single;basic,4y;yes;no;113
32;blue-collar;married;high,school;yes;no;200
46;housemaid;married;basic,4y;yes;no;158
44;technician;married;professional,course;yes;no;160
52;blue-collar;married;basic,4y;yes;no;36
33;services;divorced;high,school;yes;no;109
41;technician;single;university,degree;yes;no;90
57;retired;unknown;basic,4y;yes;no;171
55;unknown;married;unknown;yes;no;285
38;blue-collar;divorced;unknown;yes;no;451
41;technician;married;basic,9y;yes;no;347
42;services;divorced;basic,6y;yes;no;1074
37;self-employed;married;professional,course;yes;no;80
48;self-employed;married;university,degree;yes;no;750
45;admin,;married;high,school;yes;no;695
49;technician;married;high,school;yes;no;435
52;blue-collar;married;basic,9y;yes;no;397
52;technician;married;basic,9y;yes;no;208
59;retired;married;basic,4y;yes;no;163
34;admin,;single;high,school;yes;no;168
34;services;married;basic,6y;yes;yes;1000
37;technician;single;university,degree;yes;no;30
41;admin,;married;university,degree;yes;no;55
41;services;married;basic,9y;yes;yes;75
57;blue-collar;married;unknown;yes;no;106
59;admin,;married;high,school;yes;no;285
42;blue-collar;divorced;basic,4y;yes;no;106
49;services;married;basic,6y;yes;no;1165
41;blue-collar;divorced;basic,9y;yes;no;187
47;blue-collar;married;basic,4y;yes;no;106
34;blue-collar;married;basic,9y;yes;no;139
45;admin,;married;basic,6y;yes;no;124
31;blue-collar;single;high,school;yes;no;120
38;admin,;married;basic,6y;yes;no;229
55;technician;divorced;professional,course;yes;yes;72
34;admin,;married;high,school;yes;yes;186
43;unemployed;married;university,degree;yes;no;37
48;blue-collar;married;basic,6y;yes;yes;182
39;admin,;single;high,school;yes;no;51
31;services;married;basic,6y;yes;no;297
35;services;single;high,school;yes;no;334
53;retired;married;basic,4y;yes;no;217
46;management;married;basic,9y;yes;no;126
57;technician;divorced;basic,4y;yes;no;452
55;retired;married;professional,course;yes;no;301
59;technician;married;unknown;yes;no;30
37;admin,;married;high,school;yes;no;133
38;unknown;married;unknown;yes;no;270
52;technician;married;high,school;yes;no;355
40;admin,;married;high,school;yes;no;299
55;blue-collar;married;basic,9y;yes;no;172
54;management;divorced;university,degree;yes;no;49
32;housemaid;single;basic,4y;yes;no;117
36;admin,;divorced;university,degree;yes;no;155
35;blue-collar;single;professional,course;yes;no;99
44;services;married;high,school;yes;no;188
38;blue-collar;single;basic,4y;yes;no;187
50;blue-collar;single;basic,9y;yes;no;236
38;blue-collar;single;basic,6y;yes;no;50
36;blue-collar;married;basic,9y;yes;no;140
47;blue-collar;married;basic,9y;yes;no;221
49;self-employed;married;basic,9y;yes;no;74
39;services;married;professional,course;yes;no;126
26;admin,;single;high,school;yes;no;918
31;admin,;single;university,degree;yes;no;309
32;admin,;married;university,degree;yes;no;71
43;technician;divorced;professional,course;yes;no;193
28;admin,;single;high,school;yes;no;243
50;blue-collar;single;basic,9y;yes;no;57
45;housemaid;divorced;university,degree;yes;no;105
56;admin,;divorced;unknown;yes;no;719
35;unemployed;divorced;basic,4y;yes;no;98
47;management;divorced;university,degree;yes;no;243
31;entrepreneur;married;high,school;yes;no;168
39;entrepreneur;single;university,degree;yes;no;43
60;management;married;university,degree;yes;no;152
45;admin,;married;basic,9y;yes;no;111
35;technician;married;university,degree;yes;no;133
36;services;single;basic,6y;yes;no;164
39;services;divorced;basic,9y;yes;no;51
48;admin,;married;professional,course;yes;no;178
36;blue-collar;married;professional,course;yes;yes;224
49;blue-collar;married;basic,4y;yes;no;282
34;entrepreneur;single;unknown;yes;no;318
34;management;married;university,degree;yes;no;118
30;admin,;married;university,degree;yes;no;911
36;technician;single;professional,course;yes;no;238
48;admin,;single;university,degree;yes;no;225
32;management;married;basic,6y;yes;no;490
29;services;married;high,school;yes;yes;286
38;blue-collar;married;basic,6y;yes;no;176
33;services;married;high,school;yes;no;83
48;management;married;university,degree;yes;no;190
25;blue-collar;single;basic,9y;yes;no;323
25;blue-collar;single;basic,9y;yes;no;113
52;self-employed;married;basic,4y;yes;no;228
40;blue-collar;married;basic,9y;yes;no;21
57;blue-collar;married;basic,4y;yes;no;144
45;unknown;married;unknown;yes;no;251
31;blue-collar;married;basic,6y;yes;yes;237
30;blue-collar;single;high,school;yes;no;399
58;blue-collar;married;basic,4y;yes;yes;334
44;admin,;married;university,degree;yes;no;344
47;blue-collar;married;unknown;yes;yes;95
47;blue-collar;married;unknown;yes;no;461
58;retired;divorced;university,degree;yes;no;30
32;services;single;professional,course;yes;no;561
50;services;single;high,school;yes;no;468
53;technician;married;professional,course;yes;no;920
47;technician;married;professional,course;yes;no;69
41;admin,;single;unknown;yes;no;103
55;blue-collar;married;basic,4y;yes;no;186
44;technician;married;professional,course;yes;no;515
36;management;married;basic,9y;yes;no;21
40;admin,;married;university,degree;yes;no;404
32;admin,;divorced;high,school;yes;no;241
29;admin,;married;university,degree;yes;no;302
53;admin,;divorced;university,degree;yes;yes;172
57;blue-collar;married;basic,4y;yes;no;1051
45;blue-collar;married;basic,4y;yes;no;276
57;admin,;married;university,degree;yes;no;213
25;technician;single;university,degree;yes;no;19
43;admin,;married;university,degree;yes;no;226
34;admin,;married;university,degree;yes;no;419
34;technician;married;university,degree;yes;no;184
53;admin,;married;basic,9y;yes;yes;548
28;technician;single;professional,course;yes;no;760
48;blue-collar;married;basic,9y;yes;no;244
36;blue-collar;married;basic,4y;yes;no;328
54;admin,;married;high,school;yes;yes;171
44;services;married;high,school;yes;no;1263
43;admin,;married;university,degree;yes;no;17
31;student;single;unknown;yes;no;267
38;technician;married;university,degree;yes;no;770
30;admin,;married;university,degree;yes;no;196
28;technician;single;university,degree;yes;no;129
35;self-employed;married;university,degree;yes;yes;365
50;blue-collar;married;basic,9y;yes;no;697
29;technician;single;professional,course;yes;yes;118
54;retired;divorced;professional,course;yes;no;242
41;admin,;married;high,school;yes;no;317
43;admin,;married;university,degree;yes;no;493
40;services;single;high,school;yes;no;381
36;admin,;divorced;university,degree;yes;no;309
45;technician;divorced;professional,course;yes;no;850
49;technician;married;university,degree;yes;no;420
59;admin,;married;high,school;yes;yes;118
41;blue-collar;married;basic,9y;yes;no;314
34;blue-collar;married;basic,9y;yes;no;196
56;blue-collar;married;basic,9y;yes;no;151
46;blue-collar;married;basic,6y;yes;no;516
50;retired;married;basic,4y;yes;no;855
55;blue-collar;divorced;basic,9y;yes;no;190
57;management;married;university,degree;yes;no;278
36;blue-collar;married;high,school;yes;yes;426
28;student;single;basic,9y;yes;no;213
57;retired;single;high,school;yes;no;448
44;admin,;single;high,school;yes;no;347
30;blue-collar;married;basic,9y;yes;no;320
37;technician;married;professional,course;yes;no;175
45;blue-collar;married;basic,4y;yes;no;222
32;services;married;high,school;yes;no;177
47;blue-collar;divorced;basic,9y;yes;no;65
31;services;single;high,school;yes;no;543
49;blue-collar;married;basic,6y;yes;no;374
40;blue-collar;single;basic,9y;yes;no;137
58;self-employed;divorced;unknown;yes;no;491
37;blue-collar;married;basic,9y;yes;no;377
33;blue-collar;single;basic,9y;yes;yes;84
36;self-employed;married;basic,9y;yes;yes;122
36;admin,;married;university,degree;yes;no;336
35;technician;married;university,degree;yes;no;371
47;entrepreneur;married;university,degree;yes;no;329
31;blue-collar;divorced;basic,6y;yes;no;597
51;admin,;married;basic,6y;yes;no;343
34;blue-collar;single;university,degree;yes;yes;266
39;technician;married;professional,course;yes;no;159
46;unemployed;divorced;high,school;yes;yes;69
37;services;married;high,school;yes;no;228
45;entrepreneur;married;university,degree;yes;yes;515
30;self-employed;single;high,school;yes;no;144
38;services;married;high,school;yes;no;512
32;technician;single;professional,course;yes;no;247
25;services;divorced;basic,4y;yes;no;601
41;unemployed;married;basic,9y;yes;no;144
53;blue-collar;married;basic,9y;yes;no;225
26;admin,;single;high,school;yes;no;448
29;blue-collar;single;high,school;yes;no;803
35;admin,;married;university,degree;yes;no;150
44;management;single;university,degree;yes;no;844
57;retired;married;unknown;yes;no;529
47;blue-collar;married;basic,6y;yes;yes;249
43;admin,;divorced;high,school;yes;no;88
56;blue-collar;married;basic,4y;yes;yes;1252
45;technician;married;university,degree;yes;no;1143
59;retired;divorced;basic,4y;yes;no;118
41;technician;single;professional,course;yes;no;103
35;admin,;married;university,degree;yes;no;122
28;services;single;high,school;yes;no;207
28;admin,;single;university,degree;yes;no;250
42;admin,;single;university,degree;yes;no;91
49;blue-collar;married;basic,4y;yes;no;147
49;admin,;married;unknown;yes;no;731
34;admin,;married;university,degree;yes;no;37
48;technician;married;professional,course;yes;no;248
48;admin,;divorced;basic,9y;yes;no;274
35;technician;married;professional,course;yes;no;149
56;blue-collar;single;basic,6y;yes;no;346
54;blue-collar;divorced;unknown;yes;no;370
38;technician;married;professional,course;yes;no;167
57;retired;married;high,school;yes;no;42
45;technician;divorced;professional,course;yes;no;117
44;blue-collar;divorced;basic,4y;yes;no;225
56;blue-collar;married;basic,9y;yes;no;260
57;management;divorced;university,degree;yes;no;754
33;services;married;high,school;yes;no;211
35;admin,;divorced;university,degree;yes;no;192
48;technician;single;high,school;yes;no;76
44;technician;single;university,degree;yes;no;24
52;blue-collar;married;basic,9y;yes;no;171
39;admin,;married;high,school;yes;no;343
46;services;married;high,school;yes;no;111
50;blue-collar;married;basic,9y;yes;no;77
40;technician;married;professional,course;yes;no;360
36;services;married;high,school;yes;no;47
33;blue-collar;single;basic,9y;yes;no;601
52;services;divorced;unknown;yes;yes;306
52;self-employed;single;basic,4y;yes;no;362
30;entrepreneur;married;high,school;yes;no;410
28;admin,;single;high,school;yes;no;265
42;management;married;university,degree;yes;yes;123
49;admin,;divorced;high,school;yes;no;787
29;admin,;single;university,degree;yes;no;22
26;blue-collar;single;high,school;yes;no;326
35;admin,;married;high,school;yes;yes;196
32;blue-collar;married;basic,9y;yes;no;184
33;admin,;married;university,degree;yes;no;576
27;services;married;high,school;yes;no;102
33;admin,;married;high,school;yes;yes;230
58;admin,;divorced;basic,9y;yes;no;38
36;admin,;married;university,degree;yes;no;322
59;retired;divorced;basic,9y;yes;no;124
29;blue-collar;single;basic,9y;yes;no;107
32;services;married;professional,course;yes;no;379
53;blue-collar;married;basic,6y;yes;no;95
48;technician;married;high,school;yes;no;42
56;blue-collar;married;basic,4y;yes;no;197
37;services;single;basic,9y;yes;no;320
37;admin,;single;high,school;yes;no;912
31;admin,;single;basic,9y;yes;no;38
31;blue-collar;single;basic,9y;yes;no;323
51;admin,;single;basic,6y;yes;no;161
28;admin,;single;university,degree;yes;no;280
30;technician;married;university,degree;yes;no;193
36;blue-collar;married;basic,4y;yes;no;865
52;management;married;university,degree;yes;no;412
24;admin,;married;high,school;yes;no;376
44;blue-collar;divorced;basic,4y;yes;yes;393
33;blue-collar;single;basic,9y;yes;no;155
44;admin,;single;university,degree;yes;no;141
47;blue-collar;married;basic,9y;yes;no;229
54;services;divorced;high,school;yes;no;216
31;admin,;married;basic,9y;yes;no;199
28;services;single;high,school;yes;no;221
38;admin,;married;university,degree;yes;no;80
31;admin,;married;university,degree;yes;no;90
35;admin,;married;high,school;yes;no;213
39;housemaid;married;high,school;yes;no;193
31;housemaid;divorced;high,school;yes;no;428
39;self-employed;married;high,school;yes;no;291
28;blue-collar;married;basic,9y;yes;no;239
38;services;married;high,school;yes;no;323
50;blue-collar;married;basic,4y;yes;no;74
37;technician;married;high,school;yes;no;136
33;admin,;divorced;high,school;yes;no;290
43;blue-collar;married;basic,4y;yes;no;168
44;blue-collar;married;basic,6y;yes;no;194
48;management;married;university,degree;yes;no;16
33;blue-collar;married;professional,course;yes;no;208
36;services;single;basic,9y;yes;no;337
42;admin,;single;university,degree;yes;no;14
35;admin,;married;university,degree;yes;no;698
34;admin,;married;high,school;yes;yes;180
29;management;single;university,degree;yes;no;257
32;admin,;single;university,degree;yes;no;467
31;blue-collar;married;basic,9y;yes;yes;233
46;blue-collar;married;basic,4y;yes;no;218
25;blue-collar;single;basic,4y;yes;no;304
28;admin,;single;university,degree;yes;no;315
48;technician;single;university,degree;yes;no;40
32;technician;divorced;professional,course;yes;no;76
30;admin,;married;university,degree;yes;no;355
28;services;single;basic,9y;yes;no;148
28;blue-collar;married;basic,9y;yes;no;128
40;blue-collar;married;basic,6y;yes;no;130
46;blue-collar;married;basic,9y;yes;no;280
55;technician;married;basic,4y;yes;no;316
28;admin,;single;university,degree;yes;no;1128
43;blue-collar;single;basic,9y;yes;no;171
56;unknown;married;unknown;yes;no;174
35;admin,;divorced;university,degree;yes;no;221
59;entrepreneur;divorced;high,school;yes;no;138
30;self-employed;married;basic,9y;yes;no;509
39;admin,;single;high,school;yes;no;254
51;retired;married;university,degree;yes;yes;243
31;technician;single;professional,course;yes;yes;131
36;blue-collar;married;basic,9y;yes;yes;251
46;technician;married;basic,9y;yes;no;1135
37;technician;married;professional,course;yes;no;312
30;self-employed;single;high,school;yes;yes;292
41;blue-collar;married;high,school;yes;no;293
27;services;single;high,school;yes;yes;198
27;blue-collar;divorced;unknown;yes;no;1408
42;blue-collar;married;basic,4y;yes;yes;588
41;blue-collar;married;basic,6y;yes;no;160
25;admin,;married;high,school;yes;no;4
44;self-employed;single;basic,6y;yes;no;248
52;entrepreneur;married;university,degree;yes;no;541
33;self-employed;single;university,degree;yes;no;227
48;admin,;divorced;professional,course;yes;no;427
35;management;married;university,degree;yes;no;408
28;admin,;married;high,school;yes;no;236
56;entrepreneur;married;university,degree;yes;no;428
60;retired;married;basic,9y;yes;no;32
57;services;divorced;high,school;yes;yes;1193
33;admin,;married;high,school;yes;no;730
48;blue-collar;married;basic,9y;yes;no;167
38;technician;married;university,degree;yes;no;1023
32;blue-collar;married;basic,4y;yes;no;469
43;blue-collar;divorced;basic,9y;yes;no;169
44;management;married;high,school;yes;no;409
24;student;single;university,degree;yes;yes;65
35;blue-collar;married;basic,4y;yes;no;237
28;services;single;basic,9y;yes;no;393
33;self-employed;married;university,degree;yes;no;215
31;services;married;basic,9y;yes;no;186
52;self-employed;married;university,degree;yes;no;107
24;student;single;high,school;yes;yes;103
41;technician;single;university,degree;yes;no;59
53;technician;married;unknown;yes;no;65
36;self-employed;single;university,degree;yes;no;39
56;blue-collar;married;basic,4y;yes;yes;115
36;technician;married;professional,course;yes;no;594
30;services;married;high,school;yes;no;92
30;management;divorced;high,school;yes;no;19
38;admin,;divorced;high,school;yes;no;114
38;blue-collar;married;basic,6y;yes;no;221
39;entrepreneur;divorced;university,degree;yes;no;219
